id,original,base_time,base,small_time,small,medium_time,medium,large_time,large
369,무슨 말인지 아시겠어요 이 음운의 변동이라고 하는 게 발음의 편리함을 위해서 생겨난 것이라면 그럼 음운의 변동을 적용하지 않았을 때 유음화를 하지 않았을 때 더 어렵게 발음이 되는 거거든요. 그럼 여기도 보세요.,3.303587914,무슨 말인지 아시겠어요? 이 의문의 변동이라고 하는 게 바름의 편리함을 위해서 생겨난 것이라면 의문의 변동을 적용하지 않았을 때 유음화를 하지 않았을 때 더 어렵게 바름이 되는 거거든요. 그럼 여기도 보세요.,8.982053995,무슨 말인지 아시겠어요? 이 의문의 변동이라고 하는 게 발음의 편리함을 위해서 생겨난 것이라면 그럼 의문의 변동을 적용하지 않았을 때 유음화를 하지 않았을 때 더 어렵게 발음이 되는 거거든요 그럼 여기도 보세요,25.09303164,"무슨 말인지 아시겠어요? 이 의문의 변동이라고 하는게 발음의 편리함을 위해서 생겨난 것이라면 그럼 의문의 변동을 적용하지 않았을 때, 유음화를 하지 않았을 때 더 어렵게 발음이 되는 거거든요. 그럼 여기도 보세요.",46.02167797,무슨 말인지 아시겠어요? 이 의문의 변동이라고 하는 게 발음의 편리함을 위해서 생겨난 것이라면 그럼 의문의 변동을 적용하지 않았을 때 유음화를 하지 않았을 때 더 어렵게 발음이 되는 거거든요. 그럼 여기도 보세요.
370,보통 발음하라 그러면 학생들이 고구려 백제 신라.,1.782996893,보통 바르마라고 막생들이 고구려 맥제 실낮,5.392030478,보통 발음하라 그러면 학생들이 고부려 맥재 실라,15.97752595,보통 발음하라고 하면 학생들이 고구려 백재 실라,29.84381557,보통 발음하라고 하면 학생들이 고구려백제실라
371,이렇게 발음을 해줘요. 그런데 만약에 이 유음화를 하지 않고 잘못된 발음을 하면 신라 혹은 신나 이상하죠 발음 자체도 어렵고 그렇게 어색하게 발음하지 않는다는 거예요.,2.672033072,이렇게 바름을 해줘요. 그런데 만약에 이후마를 하지 않고 잘못된 바름을 하면 신나 이상하죠. 바름 자체도 어렵고 그렇게 어색하게 바름하지 않는다는 거예요.,7.429043293,이렇게 발음을 해줘요. 그런데 만약에 이후말을 하지 않고 잘못된 발음을 하면 신라 혹은 신나 이상하죠. 발음 자체도 어렵고 그렇게 어색하게 발음하지 않는다는 거예요.,21.49499822,이렇게 발음을 해줘요. 그런데 만약에 이음화를 하지 않고 잘못된 발음을 하면 신라 혹은 신나? 이상하죠. 발음 자체도 어렵고 그렇게 어색하게 발음하지 않는다는 거예요.,40.74237704,이렇게 발음을 해줘요. 그런데 만약에 이유말을 하지 않고 잘못된 발음을 하면 신라 혹은 신나? 이상하죠? 발음 자체도 어렵고 그렇게 어색하게 발음하지 않는다는 거예요.
372,우선 두 개의 단어 여러분들이 대체로 틀리지 않는 두 개의 단어를 머리에 넣어두시면 돼요. 칼날.,2.261997223,"우선 두 개의 단어를, 여러분들이 대체로 틀리지 않는 두 개의 단어를 머리에 넣어 주시면 돼요. 칼날?",6.449042559,우선 두 개의 단어를 여러분들이 대체로 틀리지 않는 두 개의 단어를 머리에 넣어주시면 돼요. 칼날!,19.11203742,"우선 두 개의 단어, 여러분들이 대체로 틀리지 않는 두 개의 단어를 머리에 넣어 두시면 돼요. 칼날",32.72312617,우선 여러분들이 대체로 틀리지 않는 두개의 단어를 머리에 넣어 두시면 돼요
373,앞에 있었던 리을 혹은 뒤에 있었던 리을 이해되셨어요 위치에 관계없이 니은이 앞에 있든 뒤에 있든 리을이 앞에 있든 뒤에 있든 누가 변한다고요 비음이 유음으로 바뀌는 현상이라는 거예요.,3.169000387,"앞에 있었던 리얼, 혹은 뒤에 있었던 리얼, 이해 되셨어요? 위치에 관계없이, 리으니 앞에 있던, 뒤에 있던, 리으니 앞에 있던, 뒤에 있던 누가 변한다고요? 비음이 융으로 바뀌는 현상이라는 거예요.",8.195384979,앞에 있었던 리얼 혹은 뒤에 있었던 리얼 이 되셨어요? 위치에 관계없이 리얼이 앞에 있던 뒤에 있던 리얼이 앞에 있던 뒤에 있던 누가 변한다고요? 비음이 융으로 바뀌는 현상이라는 거예요,24.03808808,"앞에 있었던 리을 혹은 뒤에 있었던 리을, 이해 되셨어요? 위치에 관계없이 리은이 앞에 있든 뒤에 있든, 리을이 앞에 있든 뒤에 있든, 누가 변한다고요? 비음이 유음으로 바뀌는 현상이라는 거예요.",44.87488937,앞에 있었던 ㄹ 혹은 뒤에 있었던 ㄹ 이해 되셨어요? 위치에 관계없이 ㄴ이 앞에 있든 뒤에 있든 ㄹ이 앞에 있든 뒤에 있든 누가 변한다고요? 비음이 유음으로 바뀌는 현상이라는 거예요
374,순서에 관계없이 자/ 이렇게.,1.604997396,순서에 관계없이 이렇게,4.9890275,순서에 관계없이 이렇게,14.96249247,순서에 관계없이 이렇게,28.02003622,순서에 관계없이 이렇게
375,함께 있든지 아니면 이렇게 함께 있든지 간에 어디가 바뀐다고요 니은이.,6.563547134,"1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4",5.684076309,함께 있든지 아니면 이렇게 함께 있는지 간에 어디가 바뀐다고요? 리은이,47.08573318,"함께 있던지 아니면 이렇게 함께 있던지 간에 어디가 바뀐다고요? 니은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은이, 미은",31.29785395,함께 있든지 아니면 이렇게 함께 있든지 간에 어디가 바뀐다고요.
376,리을로 바뀌어서 니은이.,1.688005924,릴로 바뀌어서 릴리,5.029024363,리울로 바뀌어서 리은이,14.59337592,니은이,27.18308616,니은이
377,리을로 바뀌어서 (발음된다고)/(발음된다라고) 기억을 하시면 됩니다. 원리도 단순하지만 발음도 그다지 학생들이 틀리지 않는 것이라고 말씀을 드렸고요 자/ 그러면 유음화는 완벽하게 이해했다고 저는 생각하고 자/ 그.,2.981009007,리로 바뀌어서 바름 든다 라고 기억을 하시면 됩니다. 원리도 한순하지만 바름도 그다 짝생들이 틀리지 않는 것이라고 말씀을 드렸고요. 자 그러면 유흥하는 완벽하게 이해했다고 저는 생각하고 자 그,8.013999939,리얼로 바뀌어서 발음 된다 라고 기억을 하시면 됩니다. 원리도 단순하지만 발음도 그다지 학생들이 틀리지 않는 것이라고 말씀을 드렸고요. 자 그러면 유음환을 완벽하게 이해했다고 저는 생각하고,22.70914388,리를로 바뀌어서 발음 된다라고 기억하시면 됩니다. 원리도 단순하지만 발음도 그다지 학생들이 틀리지 않는 것이라고 말씀을 드렸고요. 자 그럼 유음화는 완벽하게 이해했다고 저는 생각하고,44.27727294,리얼로 바뀌어서 발음된다. 라고 기억을 하시면 됩니다. 원리도 단순하지만 발음도 그다지 학생들이 틀리지 않는 것이라고 말씀을 드렸고요. 자 그러면 유흥화는 완벽하게 이해했다고 저는 생각하고
378,자/ 유음화 완벽하게 알았다고 생각했는데 여기서 살짝 여러분이 배신감을 느낄 수도 있어요.,2.051037312,"자, 이 구멍 완벽하게 알았다고 생각했는데 여기서 살짝 여러분이 배신감을 느낄 수도 있어요",5.927151442,"자, 이거만 완벽하게 알았다고 생각했는데 여기서 살짝 여러분의 배신감을 느낄 수도 있어요",17.86423135,"자, 이 부분은 완벽하게 알았다고 생각했는데 여기서 살짝 여러분이 배신감을 느낄 수도 있어요.",33.60641336,"자, 이 부분을 완벽하게 알았다고 생각했는데 여기서 살짝 여러분이 배신감을 느낄 수도 있어요."
379,자/ 보세요 구십칠 쪽에 교과서에 있는 그 표 안에 있는 단어를 제가 지금 꺼내가지고 이렇게 칠판에다 적어봤는데.,2.205001354,"자, 보세요. 97쪽에 교과서에 있는 표 안에 있는 단어로서 지금 꺼내가지고 이렇게 실패하다가 정어봤는데",6.201906204,자 보세요 97쪽에 교과서의 표 안에 있는 단어로 지금 꺼내가지고 이렇게 실패네다 적어봤는데,18.20221353,자 보세요 97쪽에 교과서에 있는 표 안에 있는 단어로 제가 꺼내가지고 이렇게 실판에다 적어 봤는데,33.60966778,자 보세요 97쪽에 교과서에 있는 그 표 안에 있는 단어를 제가 지금 꺼내 가지고 이렇게 실판에 적어 봤는데
380,자/ 여기 있는 이거 한번 읽어보시겠어요.,1.73309207,"자, 여기 있는 이거 한번 읽어보시겠어요?",5.195032597,"자, 여기 있는 이거 한번 읽어보시겠어요?",15.41926074,자 여기는 이거 한번 읽어 보시겠어요?,29.61402297,"자, 여기 있는 이거 한번 읽어보시겠어요?"
381,아까 우리가 유음화를 배웠으니까.,1.630030155,우리가 유말을 배웠으니까.,5.059038877,아까 우리가 유음화를 배웠으니까,15.15963984,아까 우리가 유음화를 배웠으니까,28.41020489,아까 우리가 유 말을 배웠으니까.
382,어/ 리을이 만났을 때는 이+ 니은이 리을로 바뀌어서 유음화돼서 발음되겠지라고 생각해서 공권력이라고 잃으면 굉장히 어색하다는 느낌을 받을 수 있어요.,2.761029243,리위리 만났을 때는 이 리위리 릴로 바뀌어서 유흥화돼서 바름 되겠지 라고 생각해서 궁골력이라고 읽으면 굉장히 어색하다는 느낌을 받을 수 있어요.,7.727014542,리흘이 만났을 때는 이 리흘이 리흘로 바뀌어서 유음화되서 발음 되겠지 라고 생각해서 공권력이라고 읽으면 굉장히 어색하다는 느낌을 받을 수 있어요,21.57991028,리을이 만났을 때는 이 니은이 리을 로 바뀌어서 유음화되어서 발음 되겠지 라고 생각해서 공권력이라고 읽으면 굉장히 어색하다는 느낌을 받을 수 있어요.,39.91612196,니을이 만났을 때는 이 니은이 니을로 바뀌어서 유음화되서 발음 되겠지 라고 생각해서 궁권력이라고 읽으면 굉장히 어색하다는 느낌을 받을 수 있어요
383,실제로 올바르게 발음하면 이렇게 발음됩니다. 아니 이럴 수가.,1.907999992,실제로 올바르게 바르면 이렇게 바른 됩니다. 아 이럴 수가,5.515031576,실제로 올바르게 바르면 이렇게 바르면 됩니다 아니 이럴 수가,16.97419691,실제로 올바르게 발음하면 이렇게 발음 됩니다. 아니 이럴 수가!,31.2356894,실제로 올바르게 발음하면 이렇게 발음 됩니다 아니 이럴 수가
384,아까 방금 전에 사실은 이 단어 봤거든요. 유음화 설명할 때 제가 이거 예시로 보여드렸어요 이렇게 발음된다고.,2.289009809,아까 방금 전에 사실은 이 단어 봤거든요. 유희마 설명할 때 제가 이거 예시로 보여드렸어요. 이렇게 바름 된다고.,6.297785521,아까 방금 전에 사실은 이 단어 봤거든요. 유음화 설명할 때 제가 이거 예시로 보여드렸어요. 이렇게 발음 된다고,18.35106397,아까 방금 전에 사실은 이 단어 봤거든요. 유음화 설명할 때 제가 이거 예시를 보여드렸어요. 이렇게 발음 된다고,35.95667839,아까 방금 전에 사실은 이 단어 봤거든요. 유우마 설명할 때 제가 이거 예시로 보여드렸어요. 이렇게 발음 된다고.
385,한자도 똑같아요. 그런데 아까 유음화의 적 유음 화가 적용되는 예시로 권력 자/ 여기 니은이 리.,2.271998644,"한자, 또 똑같아요. 그런데 아까 유마의 음악을 적용되는 이시로 권력. 자 여기 미으니?",6.277247429,한자도 똑같아요. 그런데 아까 유마의 음악이 적용되는 예시로 권력 여기 니은이 리필,18.25023007,한자도 똑같아요. 그런데 아까 유마가 적용되는 예시로 권력. 자 여기 니은이,33.54647899,한자도 똑같아요. 그런데 아까 음화가 적용되는 예시로 권력 자 여기 니은이
386,라고 잘 공부했는데 도대체 여기에서는 왜 유음 화가 되지 않고 권력이라고 읽는가 이게 바로 유음화의 예외예요 예외.,2.26501894,라고 잘 공부했는데 도대체 여기에서는 왜 유음화가 되지 않고 권 여기라고 있는가 이게 바로 유음화에 예외에.,6.698741436,라고 잘 공부했는데 도대체 여기에서는 왜 유음화가 되지 않고 권 여기라고 읽는가 이게 바로 유음화의 예외에요 예외,19.30820012,라고 잘 공부했는데 도대체 여기에서는 왜 유음화가 되지 않고 권역이라고 읽는가 이게 바로 유음화의 예외에요.,36.81697679,라고 잘 공부했는데 도대체 여기에서는 왜 유음화가 되지 않고 권역이라고 읽는가 이게 바로 유음화의 예외예요 예외
387,유음화의 예외. 대체로 한자어에서 많이 발음이 이렇게 되는 경우가 있는데 대부분의 사람들이 공권력이라고 발음하지 않고 공권녁 바.,2.612377882,유마에 대체로 한 자에서 많이 바르면 이렇게 되는 경우가 있는데 대부분의 사람들이 공권력이라고 바름하지 않고 공권력,6.84166503,유마의 대체로 환자원에서 많이 발음이 이렇게 되는 경우가 있는데 대부분의 사람들이 공권력이라고 발음하지 않고 공권력,19.18197656,대체로 한자원에서 많이 발음이 이렇게 되는 경우가 있는데 대부분의 사람들이 공권력이라고 발음하지 않고 공권력,36.66376185,대체로 한자원에서 많이 발음이 이렇게 되는 경우가 있는데 대부분의 사람들이 공권력이라고 발음하지 않고 공권력
